User number,Recency,Frequency,Moneytary,Cluster Label
101000282,0.0853615384615384,0.0008410256410256,0.0042647142857142,1
101000283,0.0252923076923077,0.0025230769230768,0.0085294285714285,0
101000320,0.0368846153846153,0.0,0.0127941428571428,0
101000325,0.0274,0.0,0.0214,0
101000340,0.0885230769230768,0.0,0.0042647142857142,1
101000353,0.1138153846153845,0.0,0.0042647142857142,1
101000373,0.1138153846153845,0.0,0.002132357142857,1
101000391,0.0252923076923077,0.0025230769230768,0.0085294285714285,0
101000426,0.0136999999999999,0.0,0.0214,0
101000442,0.0284538461538461,0.0,0.0042647142857142,0
101000486,0.0094846153846153,0.0016820512820512,0.0063970714285713,0
101000487,0.0052692307692307,0.0,0.0214,0
101000503,0.0358307692307692,0.0008410256410256,0.0172575714285713,0
101000515,0.1001153846153846,0.0,0.0042647142857142,1
101000527,0.1285692307692308,0.0008410256410256,0.0028966428571428,1
101000551,0.0042153846153845,0.0025230769230768,0.0136807142857142,0
101000558,0.0326692307692307,0.0,0.0042647142857142,0
101000603,0.0695538461538461,0.0042051282051281,0.0070085,1
101000609,0.0010538461538461,0.0,0.002132357142857,0
101000610,0.0221307692307691,0.0025230769230768,0.0085294285714285,0
101000628,0.0569076923076922,0.0,0.012992857142857,0
101000644,0.0790384615384615,0.0,0.01605,1
101000647,0.0094846153846153,0.0016820512820512,0.0193899285714285,0
101000649,0.0811461538461538,0.0,0.002132357142857,1
101000662,0.0158076923076922,0.0,0.0042647142857142,0
101000667,0.0537461538461537,0.0,0.012992857142857,0
101000675,0.0337230769230769,0.0,0.012992857142857,0
101000685,0.0168615384615383,0.0016820512820512,0.0085294285714285,0
101000692,0.0189692307692306,0.0025230769230768,0.0085294285714285,0
101000716,0.0295076923076923,0.0025230769230768,0.0085294285714285,0
101000735,0.089576923076923,0.0008410256410256,0.0042647142857142,1
101000747,0.0158076923076922,0.0025230769230768,0.0085294285714285,0
101000748,0.0959,0.0008410256410256,0.0042647142857142,1
101000797,0.1190846153846153,0.0,0.0042647142857142,1
101000817,0.034776923076923,0.0008410256410256,0.0172575714285713,0
101000835,0.0094846153846153,0.0025230769230768,0.0085294285714285,0
101000853,0.1201384615384614,0.0,0.0042647142857142,1
101000858,0.034776923076923,0.0008410256410256,0.0172575714285713,0
101000871,0.0115923076923076,0.0025230769230768,0.0193899285714285,0
101000872,0.0115923076923076,0.0,0.012992857142857,0
101000877,0.0242384615384615,0.0025230769230768,0.0085294285714285,0
101000886,0.1211923076923076,0.0,0.012992857142857,1
101000895,0.0316153846153846,0.0025230769230768,0.0085294285714285,0
101000899,0.0495307692307691,0.0008410256410256,0.0063970714285713,0
101000976,0.0189692307692306,0.0,0.002132357142857,0
101000985,0.1043307692307692,0.0008410256410256,0.005029,1
101001000,0.0980076923076923,0.0,0.012992857142857,1
101001079,0.0389923076923076,0.0016820512820512,0.0085294285714285,0
101001122,0.0252923076923077,0.0033641025641025,0.0092937142857142,0
101001131,0.1338384615384615,0.0,0.002132357142857,1
101001133,0.1138153846153845,0.0,0.0042647142857142,1
101001153,0.0748230769230769,0.0,0.0042647142857142,1
101001168,0.0316153846153846,0.0025230769230768,0.0085294285714285,0
101001172,0.0168615384615383,0.0025230769230768,0.0085294285714285,0
101001178,0.0242384615384615,0.0025230769230768,0.0085294285714285,0
101001179,0.0284538461538461,0.0008410256410256,0.0085294285714285,0
101001195,0.0337230769230769,0.0,0.0042647142857142,0
101001219,0.1254076923076923,0.0,0.002132357142857,1
101001225,0.021076923076923,0.0,0.0042647142857142,0
101001230,0.0295076923076923,0.0016820512820512,0.005029,0
101001238,0.0716615384615384,0.0,0.01605,1
101001241,0.034776923076923,0.0025230769230768,0.0193899285714285,0
101001250,0.0358307692307692,0.0016820512820512,0.007161357142857,0
101001263,0.021076923076923,0.0025230769230768,0.0085294285714285,0
101001284,0.007376923076923,0.0016820512820512,0.0063970714285713,0
101001291,0.0305615384615384,0.0025230769230768,0.0085294285714285,0
101001293,0.1243538461538461,0.0,0.002132357142857,1
101001297,0.0874692307692307,0.0008410256410256,0.0042647142857142,1
101001311,0.0,0.0025230769230768,0.0085294285714285,0
101001331,0.0885230769230768,0.0008410256410256,0.0042647142857142,1
101001361,0.0189692307692306,0.0025230769230768,0.0085294285714285,0
101001364,0.0179153846153845,0.0016820512820512,0.0063970714285713,0
101001372,0.0,0.0033641025641025,0.0106617857142857,0
101001386,0.0231846153846154,0.0033641025641025,0.0092937142857142,0
101001397,0.0874692307692307,0.0008410256410256,0.0042647142857142,1
101001417,0.0305615384615384,0.0016820512820512,0.0042647142857142,0
101001418,0.0821999999999999,0.0008410256410256,0.0042647142857142,1
101001430,0.1211923076923076,0.0,0.0042647142857142,1
101001450,0.1064384615384615,0.0,0.002132357142857,1
101001486,0.0400461538461538,0.0008410256410256,0.0042647142857142,0
101001487,0.0263461538461538,0.0016820512820512,0.0063970714285713,0
101001488,0.034776923076923,0.0025230769230768,0.0085294285714285,0
101001490,0.0495307692307691,0.0,0.012992857142857,0
101001492,0.0031615384615384,0.0025230769230768,0.0085294285714285,0
101001501,0.0706076923076923,0.0,0.01605,1
101001502,0.0737692307692307,0.0008410256410256,0.0042647142857142,1
101001545,0.0959,0.0,0.002132357142857,1
101001555,0.1232999999999999,0.0,0.002132357142857,1
101001558,0.0537461538461537,0.0008410256410256,0.0134132142857142,0
101001600,0.0105384615384614,0.0016820512820512,0.0085294285714285,0
101001610,0.0463692307692307,0.0016820512820512,0.0063970714285713,0
101001612,0.0179153846153845,0.0016820512820512,0.0063970714285713,0
101001615,0.0885230769230768,0.0008410256410256,0.0042647142857142,1
101001640,0.0474230769230768,0.0008410256410256,0.0085294285714285,0
101001644,0.0295076923076923,0.0025230769230768,0.0085294285714285,0
101001645,0.0453153846153845,0.0,0.0042647142857142,0
101001665,0.0242384615384615,0.0025230769230768,0.0085294285714285,0
101001668,0.0252923076923077,0.0,0.0042647142857142,0
101001673,0.0179153846153845,0.0016820512820512,0.0063970714285713,0
101001674,0.0400461538461538,0.0008410256410256,0.0063970714285713,0
101001705,0.0094846153846153,0.0016820512820512,0.0085294285714285,0
101001712,0.089576923076923,0.0,0.002132357142857,1
101001713,0.089576923076923,0.0,0.012992857142857,1
101001717,0.0221307692307691,0.0025230769230768,0.0085294285714285,0
101001720,0.0021076923076922,0.0025230769230768,0.0092937142857142,0
101001735,0.1064384615384615,0.0,0.002132357142857,1
101001741,0.0031615384615384,0.0033641025641025,0.0106617857142857,0
101001745,0.0031615384615384,0.0,0.012992857142857,0
101001746,0.0031615384615384,0.0,0.012992857142857,0
101001755,0.0042153846153845,0.0025230769230768,0.0085294285714285,0
101001769,0.1127615384615384,0.0,0.002132357142857,1
101001785,0.0326692307692307,0.0008410256410256,0.0172575714285713,0
101001791,0.0252923076923077,0.0025230769230768,0.0085294285714285,0
101001794,0.0843076923076922,0.0,0.01605,1
101001795,0.0252923076923077,0.0058871794871794,0.0114337142857142,0
101001796,0.021076923076923,0.0016820512820512,0.0063970714285713,0
101001812,0.0453153846153845,0.0016820512820512,0.0172575714285713,0
101001839,0.1001153846153846,0.0,0.0042647142857142,1
101001840,0.1001153846153846,0.0,0.0042647142857142,1
101001849,0.0252923076923077,0.0016820512820512,0.0063970714285713,0
101001882,0.0252923076923077,0.0025230769230768,0.0063970714285713,0
101001886,0.0179153846153845,0.0016820512820512,0.0106617857142857,0
101001893,0.0179153846153845,0.0033641025641025,0.0092937142857142,0
101001916,0.0421538461538461,0.0,0.0042647142857142,0
101001929,0.0326692307692307,0.0,0.0042647142857142,0
101001941,0.0474230769230768,0.0,0.0042647142857142,0
101002009,0.0063230769230768,0.0,0.012992857142857,0
101002043,0.1306769230769231,0.0,0.002132357142857,1
101002059,0.1201384615384614,0.0,0.012992857142857,1
101002068,0.1232999999999999,0.0,0.012992857142857,1
101002103,0.007376923076923,0.0025230769230768,0.0085294285714285,0
101002164,0.0474230769230768,0.0,0.002132357142857,0
101002168,0.0231846153846154,0.0025230769230768,0.0085294285714285,0
101002187,0.0031615384615384,0.0,0.0042647142857142,0
101002188,0.021076923076923,0.0025230769230768,0.0063970714285713,0
101002198,0.0864153846153845,0.0008410256410256,0.0181823571428571,1
101002202,0.1043307692307692,0.0,0.0042647142857142,1
101002231,0.0042153846153845,0.0,0.012992857142857,0
101002252,0.0052692307692307,0.0,0.0042647142857142,0
101002277,0.0379384615384615,0.0,0.002132357142857,0
101002280,0.021076923076923,0.0008410256410256,0.0085294285714285,0
101002311,0.1106538461538461,0.0,0.002132357142857,1
101002316,0.0316153846153846,0.0,0.012992857142857,0
101002327,0.1138153846153845,0.0,0.0214,1
101002344,0.0158076923076922,0.0016820512820512,0.0085294285714285,0
101002345,0.0158076923076922,0.0016820512820512,0.0085294285714285,0
101002362,0.1127615384615384,0.0,0.002132357142857,1
101002364,0.1159230769230768,0.0,0.0214,1
101002386,0.0158076923076922,0.0025230769230768,0.0085294285714285,0
101002412,0.0263461538461538,0.0025230769230768,0.0085294285714285,0
101002414,0.048476923076923,0.0,0.0042647142857142,0
101002435,0.0653384615384615,0.0008410256410256,0.0042647142857142,1
101002452,0.0526923076923076,0.0016820512820512,0.0172575714285713,0
101002459,0.075876923076923,0.0008410256410256,0.0042647142857142,1
101002463,0.0295076923076923,0.0,0.0007642857142856,0
101002505,0.1359461538461538,0.0,0.0214,1
101002531,0.1243538461538461,0.0,0.002132357142857,1
101002541,0.1001153846153846,0.0008410256410256,0.005029,1
101002551,0.1285692307692308,0.0,0.002132357142857,1
101002632,0.0927384615384615,0.0,0.0214,1
101002649,0.0853615384615384,0.0,0.0042647142857142,1
101002693,0.0010538461538461,0.0033641025641025,0.0106617857142857,0
101002714,0.0516384615384614,0.0016820512820512,0.0063970714285713,0
101002717,0.1074923076923076,0.0,0.012992857142857,1
101002724,0.0316153846153846,0.0025230769230768,0.0085294285714285,0
101002732,0.1201384615384614,0.0,0.0042647142857142,1
101002734,0.116976923076923,0.0,0.0042647142857142,1
101002739,0.034776923076923,0.0016820512820512,0.007161357142857,0
101002743,0.0221307692307691,0.0,0.0042647142857142,0
101002768,0.0611230769230769,0.0008410256410256,0.0042647142857142,0
