DateKey,User number,Product Name,Quantity,Regular price
20210506,106001670,Membership_6M,1,1600000
20210506,106001671,Membership_6M,1,1600000
20210506,101012300,Membership_1M,1,279000
20210506,101012539,Membership_1M,1,279000
20210506,107000577,Membership_1M,1,279000
20210506,107000582,Membership_1M,1,279000
20210506,107000583,Membership_1M,1,279000
20210506,107000584,Membership_1M,1,279000
20210506,107000585,Membership_1M,1,279000
20210506,107000586,Membership_1M,1,279000
20210506,107000589,Membership_1M,1,279000
20210506,107000578,Membership_6M,1,1600000
20210506,107000587,Membership_6M,1,1600000
20210506,107000588,Membership_6M,1,1600000
20210506,107000591,Membership_6M,1,1600000
20210506,101007937,Towel,1,55000
20210506,102005601,Wristband,1,100000
20210505,101012427,Star Kombucha 250ml,3,30000
20210505,105000014,Star Kombucha 250ml,5,30000
20210505,106000002,Star Kombucha 250ml,2,30000
20210505,104001801,Holland Water,18,10000
20210505,104001801,Water - Aquafina 500ml,26,10000
20210505,104001801,Water - Revive Organe 500ml,40,10000
20210505,104001801,Water - Revive White 500ml,32,10000
20210505,101012427,Holland Water,32,10000
20210505,101012427,Water - Aquafina 500ml,31,10000
20210505,101012427,Water - Revive Organe 500ml,12,10000
20210505,101012427,Water - Revive White 500ml,52,10000
20210505,104000014,Holland Water,8,10000
20210505,105000014,Holland Water,25,10000
20210505,104000014,Water - Aquafina 500ml,6,10000
20210505,105000014,Water - Aquafina 500ml,12,10000
20210505,105000014,Water - Revive Organe 500ml,2,10000
20210505,104000014,Water - Revive White 500ml,5,10000
20210505,105000014,Water - Revive White 500ml,20,10000
20210505,106000002,Holland Water,22,10000
20210505,106000002,Water - Aquafina 500ml,17,10000
20210505,106000002,Water - Revive Organe 500ml,32,10000
20210505,106000002,Water - Revive White 500ml,43,10000
20210505,104001801,Fitto,1,30000
20210505,104001801,Fitto Superfit,1,35000
20210505,101012427,Fitto,1,30000
20210505,101012427,Fitto Superfit,2,35000
20210505,104000014,Dabaco 1 Egg,1,10000
20210505,105000014,Dabaco 1 Egg,2,10000
20210505,104000014,Fitto,2,30000
20210505,105000014,Fitto,2,30000
20210505,104000014,Fitto Superfit,1,35000
20210505,105000014,Fitto Superfit,1,35000
20210505,106000002,Fitto Superfit,1,35000
20210505,104001153,Lock,5,50000
20210505,101007937,Lock,3,50000
20210505,105000014,Lock,2,50000
20210505,105004015,Lock,1,50000
20210505,106000002,Lock,2,50000
20210505,104005451,JoiningFee_1M,1,0
20210505,104005448,JoiningFee_1M,1,0
20210505,104005449,JoiningFee_1M,1,0
20210505,104005455,JoiningFee_1M,1,0
20210505,104005456,JoiningFee_1M,1,0
20210505,104005458,JoiningFee_1M,1,0
20210505,104005459,JoiningFee_1M,1,0
20210505,104005460,JoiningFee_1M,1,0
20210505,104005461,JoiningFee_1M,1,0
20210505,104005462,JoiningFee_1M,1,0
20210505,104005451,Membership_1M,1,279000
20210505,103003013,Membership_1M,1,279000
20210505,103003588,Membership_1M,1,279000
20210505,104001112,Membership_1M,1,279000
20210505,104001540,Membership_1M,1,279000
20210505,104001604,Membership_1M,1,279000
20210505,104002035,Membership_1M,1,279000
20210505,104002383,Membership_1M,1,279000
20210505,104002472,Membership_1M,3,279000
20210505,104002504,Membership_1M,1,279000
20210505,104002984,Membership_1M,1,279000
20210505,104003219,Membership_1M,3,279000
20210505,104003450,Membership_1M,1,279000
20210505,104003452,Membership_1M,1,279000
20210505,104003453,Membership_1M,1,279000
20210505,104003862,Membership_1M,1,279000
20210505,104004225,Membership_1M,1,279000
20210505,104004450,Membership_1M,1,279000
20210505,104004554,Membership_1M,1,279000
20210505,104004724,Membership_1M,1,279000
20210505,104004740,Membership_1M,1,279000
20210505,104004760,Membership_1M,1,279000
20210505,104004802,Membership_1M,1,279000
20210505,104004824,Membership_1M,2,279000
20210505,104004845,Membership_1M,1,279000
20210505,104005214,Membership_1M,1,279000
20210505,104005448,Membership_1M,1,279000
20210505,104005449,Membership_1M,1,279000
20210505,104005455,Membership_1M,1,279000
20210505,104005456,Membership_1M,1,279000
20210505,104005458,Membership_1M,1,279000
20210505,104005459,Membership_1M,1,279000
20210505,104005460,Membership_1M,1,279000
20210505,104005461,Membership_1M,1,279000
20210505,104005462,Membership_1M,1,279000
20210505,105004049,Membership_1M,1,279000
20210505,101010731,Membership_6M,1,1600000
20210505,104004862,Membership_6M,1,1600000
20210505,104005446,Membership_6M,1,1600000
20210505,104005447,Membership_6M,1,1600000
20210505,104005452,Membership_6M,1,1600000
20210505,104005454,Membership_6M,1,1600000
20210505,104005457,Membership_6M,1,1600000
20210505,105003320,Membership_6M,1,1600000
20210505,106001652,Membership_6M,1,1600000
20210505,101005859,JoiningFee_1M,1,0
20210505,101012822,JoiningFee_1M,1,0
20210505,101001122,Membership_1M,1,279000
20210505,101002335,Membership_1M,1,279000
20210505,101002386,Membership_1M,1,279000
20210505,101005859,Membership_1M,1,279000
20210505,101008554,Membership_1M,1,279000
20210505,101009087,Membership_1M,1,279000
20210505,101010854,Membership_1M,2,279000
20210505,101011024,Membership_1M,1,279000
20210505,101011203,Membership_1M,1,279000
20210505,101011242,Membership_1M,1,279000
20210505,101011266,Membership_1M,1,279000
20210505,101011497,Membership_1M,1,279000
20210505,101011498,Membership_1M,1,279000
20210505,101011637,Membership_1M,1,279000
20210505,101011687,Membership_1M,1,279000
20210505,101011926,Membership_1M,1,279000
20210505,101012446,Membership_1M,1,279000
20210505,101012447,Membership_1M,1,279000
20210505,101012530,Membership_1M,1,279000
20210505,101012822,Membership_1M,1,279000
20210505,103002390,Membership_1M,1,279000
20210505,103002689,Membership_1M,1,279000
20210505,103003577,Membership_1M,1,279000
20210505,103003595,Membership_1M,1,279000
20210505,103003758,Membership_1M,1,279000
20210505,101010634,Membership_6M,1,1600000
20210505,101012815,Membership_6M,1,1600000
20210505,105004324,JoiningFee_1M,1,0
20210505,105004325,JoiningFee_1M,1,0
20210505,105004328,JoiningFee_1M,1,0
20210505,105004329,JoiningFee_1M,1,0
20210505,105004330,JoiningFee_1M,1,0
20210505,102001207,Membership_1M,1,279000
20210505,102001904,Membership_1M,1,279000
20210505,102005407,Membership_1M,1,279000
20210505,104000765,Membership_1M,1,279000
20210505,105001007,Membership_1M,1,279000
20210505,105001011,Membership_1M,1,279000
20210505,105001041,Membership_1M,1,279000
20210505,105001145,Membership_1M,1,279000
20210505,105001659,Membership_1M,3,279000
20210505,105002193,Membership_1M,1,279000
20210505,105002462,Membership_1M,1,279000
20210505,105002498,Membership_1M,1,279000
20210505,105002643,Membership_1M,1,279000
20210505,105003173,Membership_1M,1,279000
20210505,105003418,Membership_1M,2,279000
20210505,105003419,Membership_1M,2,279000
20210505,105003986,Membership_1M,1,279000
20210505,105004324,Membership_1M,1,279000
20210505,105004325,Membership_1M,1,279000
20210505,105004328,Membership_1M,1,279000
20210505,105004329,Membership_1M,1,279000
20210505,105004330,Membership_1M,1,279000
20210505,101005456,Membership_6M,1,1600000
20210505,105004323,Membership_6M,1,1600000
20210505,105004327,Membership_6M,1,1600000
20210505,106000368,JoiningFee_1M,1,0
20210505,106001650,JoiningFee_1M,1,0
20210505,106001654,JoiningFee_1M,1,0
20210505,106001657,JoiningFee_1M,1,0
20210505,106001658,JoiningFee_1M,1,0
20210505,105001618,Membership_1M,1,279000
20210505,106000075,Membership_1M,1,279000
20210505,106000156,Membership_1M,1,279000
20210505,106000231,Membership_1M,1,279000
20210505,106000304,Membership_1M,1,279000
20210505,106000368,Membership_1M,1,279000
20210505,106000834,Membership_1M,1,279000
20210505,106000835,Membership_1M,1,279000
20210505,106001232,Membership_1M,1,279000
20210505,106001281,Membership_1M,1,279000
20210505,106001294,Membership_1M,1,279000
20210505,106001310,Membership_1M,1,279000
20210505,106001312,Membership_1M,1,279000
20210505,106001320,Membership_1M,1,279000
20210505,106001322,Membership_1M,1,279000
20210505,106001324,Membership_1M,1,279000
20210505,106001326,Membership_1M,1,279000
20210505,106001329,Membership_1M,1,279000
20210505,106001650,Membership_1M,1,279000
20210505,106001654,Membership_1M,1,279000
20210505,106001657,Membership_1M,1,279000
20210505,106001658,Membership_1M,3,279000
20210505,106001640,Membership_6M,1,1600000
20210505,106001649,Membership_6M,1,1600000
20210505,106001651,Membership_6M,1,1600000
20210505,106001653,Membership_6M,1,1600000
20210505,106001655,Membership_6M,1,1600000
20210505,106001656,Membership_6M,1,1600000
20210505,106001659,Membership_6M,1,1600000
20210505,107000575,Membership_12M,1,2800000
20210505,107000522,Membership_1M,1,279000
20210505,107000564,Membership_1M,1,279000
20210505,107000570,Membership_1M,1,279000
20210505,107000571,Membership_1M,1,279000
20210505,107000573,Membership_1M,1,279000
20210505,107000573,Membership_2M,1,558000
20210505,107000574,Membership_3M,1,837000
20210505,107000556,Membership_6M,1,1600000
20210505,107000572,Membership_6M,1,1600000
20210505,107000576,Membership_6M,1,1600000
20210505,105001506,PT 12 session,1,8400000
20210505,105004019,PT 12 session upgrade to 36 session,1,7800000
20210505,105004310,PT 72 session,1,28800000
20210505,101012708,Wristband,1,100000
20210504,104001153,Lock,1,50000
20210504,105000014,Lock,1,50000
20210504,105004015,Lock,4,50000
20210504,101010511,Lock,3,50000
20210504,104005440,JoiningFee_1M,1,0
20210504,104004459,JoiningFee_1M,1,0
20210504,104005442,JoiningFee_1M,1,0
20210504,104005443,JoiningFee_1M,1,0
20210504,104005440,Membership_1M,1,279000
20210504,102003258,Membership_1M,1,279000
20210504,102003259,Membership_1M,1,279000
20210504,104000687,Membership_1M,1,279000
20210504,104002177,Membership_1M,1,279000
20210504,104002363,Membership_1M,1,279000
20210504,104002524,Membership_1M,1,279000
20210504,104003005,Membership_1M,1,279000
20210504,104003110,Membership_1M,1,279000
20210504,104003469,Membership_1M,1,279000
20210504,104003799,Membership_1M,1,279000
20210504,104003860,Membership_1M,1,279000
20210504,104004109,Membership_1M,1,279000
20210504,104004130,Membership_1M,1,279000
20210504,104004224,Membership_1M,1,279000
20210504,104004249,Membership_1M,1,279000
20210504,104004442,Membership_1M,1,279000
20210504,104004444,Membership_1M,1,279000
20210504,104004459,Membership_1M,1,279000
20210504,104004482,Membership_1M,1,279000
20210504,104004515,Membership_1M,1,279000
20210504,104004665,Membership_1M,1,279000
20210504,104004739,Membership_1M,1,279000
20210504,104005244,Membership_1M,1,279000
20210504,104005442,Membership_1M,1,279000
20210504,104005443,Membership_1M,1,279000
20210504,104004720,Membership_6M,1,1600000
20210504,104004857,Membership_6M,1,1600000
20210504,104004861,Membership_6M,1,1600000
20210504,104005441,Membership_6M,1,1600000
20210504,107000565,Membership_6M,1,1600000
20210504,101000961,Membership_1M,1,279000
20210504,101001644,Membership_1M,1,279000
20210504,101001795,Membership_1M,1,279000
20210504,101005434,Membership_1M,1,279000
20210504,101006106,Membership_1M,1,279000
20210504,101010807,Membership_1M,2,279000
20210504,101010967,Membership_1M,1,279000
20210504,101011004,Membership_1M,1,279000
20210504,101011169,Membership_1M,1,279000
20210504,101011204,Membership_1M,1,279000
20210504,101011842,Membership_1M,1,279000
20210504,101011903,Membership_1M,1,279000
20210504,101012325,Membership_1M,1,279000
20210504,101012372,Membership_1M,1,279000
20210504,101012429,Membership_1M,1,279000
20210504,101012473,Membership_1M,1,279000
20210504,102003703,Membership_1M,1,279000
20210504,102005996,Membership_1M,1,279000
20210504,103002055,Membership_1M,1,279000
20210504,103002930,Membership_1M,1,279000
20210504,101005909,Membership_6M,1,1600000
20210504,101010998,Membership_6M,1,1600000
20210504,101012802,Membership_6M,1,1600000
20210504,101012809,Membership_6M,1,1600000
20210504,101012810,Membership_6M,1,1600000
20210504,101012811,Membership_6M,1,1600000
20210504,101012812,Membership_6M,1,1600000
20210504,105001256,JoiningFee_1M,1,0
20210504,105001494,JoiningFee_1M,1,0
20210504,105002397,JoiningFee_1M,1,0
20210504,105002692,JoiningFee_1M,1,0
20210504,105002841,JoiningFee_1M,1,0
20210504,105004292,JoiningFee_1M,1,0
20210504,105004293,JoiningFee_1M,1,0
20210504,105004298,JoiningFee_1M,1,0
20210504,105004299,JoiningFee_1M,1,0
20210504,105004300,JoiningFee_1M,1,0
20210504,105004306,JoiningFee_1M,1,0
20210504,105004319,JoiningFee_1M,1,0
20210504,105004320,JoiningFee_1M,1,0
20210504,105002053,Membership_12M,1,2800000
20210504,105003926,Membership_12M,1,2800000
20210504,102001834,Membership_1M,1,279000
20210504,104000869,Membership_1M,1,279000
20210504,104001492,Membership_1M,1,279000
20210504,104004679,Membership_1M,1,279000
20210504,105000371,Membership_1M,1,279000
20210504,105000572,Membership_1M,1,279000
20210504,105000742,Membership_1M,1,279000
20210504,105000812,Membership_1M,1,279000
20210504,105000898,Membership_1M,1,279000
20210504,105001163,Membership_1M,2,279000
20210504,105001256,Membership_1M,1,279000
20210504,105001370,Membership_1M,1,279000
20210504,105001411,Membership_1M,1,279000
20210504,105001485,Membership_1M,3,279000
20210504,105001494,Membership_1M,1,279000
20210504,105001587,Membership_1M,1,279000
20210504,105001862,Membership_1M,1,279000
20210504,105002004,Membership_1M,1,279000
20210504,105002044,Membership_1M,1,279000
20210504,105002126,Membership_1M,1,279000
20210504,105002164,Membership_1M,1,279000
20210504,105002397,Membership_1M,1,279000
20210504,105002419,Membership_1M,1,279000
20210504,105002534,Membership_1M,1,279000
20210504,105002692,Membership_1M,1,279000
20210504,105002841,Membership_1M,1,279000
20210504,105002956,Membership_1M,1,279000
20210504,105003031,Membership_1M,1,279000
20210504,105003133,Membership_1M,1,279000
20210504,105003209,Membership_1M,1,279000
20210504,105003216,Membership_1M,1,279000
20210504,105003224,Membership_1M,1,279000
20210504,105003265,Membership_1M,1,279000
20210504,105003290,Membership_1M,1,279000
20210504,105003315,Membership_1M,1,279000
20210504,105003319,Membership_1M,2,279000
20210504,105003330,Membership_1M,1,279000
20210504,105003354,Membership_1M,1,279000
20210504,105003517,Membership_1M,1,279000
20210504,105004000,Membership_1M,1,279000
20210504,105004045,Membership_1M,1,279000
20210504,105004046,Membership_1M,1,279000
20210504,105004292,Membership_1M,1,279000
20210504,105004293,Membership_1M,1,279000
20210504,105004298,Membership_1M,1,279000
20210504,105004299,Membership_1M,3,279000
20210504,105004300,Membership_1M,1,279000
20210504,105004306,Membership_1M,1,279000
20210504,105004319,Membership_1M,1,279000
20210504,105004320,Membership_1M,1,279000
20210504,102002261,Membership_6M,1,1600000
20210504,105001616,Membership_6M,1,1600000
20210504,105001628,Membership_6M,1,1600000
20210504,105001685,Membership_6M,1,1600000
20210504,105002332,Membership_6M,1,1600000
20210504,105004294,Membership_6M,1,1600000
20210504,105004296,Membership_6M,1,1600000
20210504,105004301,Membership_6M,1,1600000
20210504,105004308,Membership_6M,1,1600000
20210504,105004315,Membership_6M,1,1600000
20210504,105004317,Membership_6M,1,1600000
20210504,105004318,Membership_6M,1,1600000
20210504,105004321,Membership_6M,1,1600000
20210504,105004322,Membership_6M,1,1600000
20210504,106001616,Membership_6M,1,1600000
20210504,104003463,JoiningFee_1M,1,0
20210504,106001627,JoiningFee_1M,1,0
20210504,106001628,JoiningFee_1M,1,0
20210504,106001629,JoiningFee_1M,1,0
20210504,106001630,JoiningFee_1M,1,0
20210504,106001638,JoiningFee_1M,1,0
20210504,106001642,JoiningFee_1M,1,0
20210504,106001645,JoiningFee_1M,1,0
20210504,106001646,JoiningFee_1M,1,0
20210504,106001647,JoiningFee_1M,1,0
20210504,101007790,Membership_1M,1,279000
20210504,104003463,Membership_1M,1,279000
20210504,106000012,Membership_1M,1,279000
20210504,106000013,Membership_1M,1,279000
20210504,106000556,Membership_1M,1,279000
20210504,106000566,Membership_1M,1,279000
20210504,106000568,Membership_1M,1,279000
20210504,106000649,Membership_1M,1,279000
20210504,106001235,Membership_1M,2,279000
20210504,106001299,Membership_1M,1,279000
20210504,106001311,Membership_1M,1,279000
20210504,106001313,Membership_1M,1,279000
20210504,106001627,Membership_1M,3,279000
20210504,106001628,Membership_1M,3,279000
20210504,106001629,Membership_1M,1,279000
20210504,106001630,Membership_1M,1,279000
20210504,106001638,Membership_1M,1,279000
20210504,106001642,Membership_1M,1,279000
20210504,106001645,Membership_1M,1,279000
20210504,106001646,Membership_1M,1,279000
20210504,106001647,Membership_1M,1,279000
20210504,106001633,Membership_6M,1,1600000
20210504,106001634,Membership_6M,1,1600000
20210504,106001635,Membership_6M,1,1600000
20210504,106001636,Membership_6M,1,1600000
20210504,106001637,Membership_6M,1,1600000
20210504,106001641,Membership_6M,1,1600000
20210504,106001643,Membership_6M,1,1600000
20210504,106001644,Membership_6M,1,1600000
20210504,107000561,Membership_1M,1,279000
20210504,107000562,Membership_1M,1,279000
20210504,107000566,Membership_1M,1,279000
20210504,107000470,Membership_6M,1,1600000
20210504,107000471,Membership_6M,1,1600000
20210504,107000496,Membership_6M,1,1600000
20210504,107000554,Membership_6M,1,1600000
20210504,107000555,Membership_6M,1,1600000
20210504,107000557,Membership_6M,1,1600000
20210504,107000558,Membership_6M,1,1600000
20210504,107000559,Membership_6M,1,1600000
20210504,107000567,Membership_6M,1,1600000
20210504,104004784,PT 36 session,1,16200000
20210504,106001517,PT 36 session,1,16200000
20210504,106001602,PT 36 session,1,16200000
20210504,104005270,Wristband,1,100000
20210503,101009619,Star Kombucha 250ml,2,30000
20210503,101012427,Star Kombucha 250ml,10,30000
20210503,101009619,Holland Water,14,10000
20210503,101009619,Water - Aquafina 500ml,18,10000
20210503,101009619,Water - Revive Organe 500ml,42,10000
20210503,101009619,Water - Revive White 500ml,35,10000
20210503,101012427,Holland Water,46,10000
20210503,101012427,Water - Aquafina 500ml,50,10000
20210503,101012427,Water - Revive Organe 500ml,59,10000
20210503,101012427,Water - Revive White 500ml,50,10000
20210503,101009619,Fitto,4,30000
20210503,101009619,Fitto Superfit,4,35000
20210503,101012427,Fitto,9,30000
20210503,101012427,Fitto Superfit,3,35000
20210503,104001153,Lock,1,50000
20210503,101007859,Lock,1,50000
20210503,101007937,Lock,2,50000
20210503,106000002,Lock,2,50000
20210503,104005438,JoiningFee_1M,1,0
20210503,101001311,Membership_1M,1,279000
20210503,104000500,Membership_1M,1,279000
20210503,104000998,Membership_1M,1,279000
20210503,104001468,Membership_1M,1,279000
20210503,104002027,Membership_1M,1,279000
20210503,104002362,Membership_1M,1,279000
20210503,104002444,Membership_1M,1,279000
20210503,104002503,Membership_1M,1,279000
20210503,104003324,Membership_1M,1,279000
20210503,104004547,Membership_1M,1,279000
20210503,104004691,Membership_1M,1,279000
20210503,104004702,Membership_1M,1,279000
20210503,104005211,Membership_1M,1,279000
20210503,104005267,Membership_1M,1,279000
20210503,104005438,Membership_1M,1,279000
20210503,104000422,Membership_6M,1,1600000
20210503,104005439,Membership_6M,1,1600000
20210503,101007859,JoiningFee_1M,1,0
20210503,101001741,Membership_1M,1,279000
20210503,101001755,Membership_1M,1,279000
20210503,101002823,Membership_1M,1,279000
20210503,101003986,Membership_1M,1,279000
20210503,101004603,Membership_1M,1,279000
20210503,101004666,Membership_1M,2,279000
20210503,101005740,Membership_1M,1,279000
20210503,101007573,Membership_1M,1,279000
20210503,101007859,Membership_1M,1,279000
20210503,101008927,Membership_1M,1,279000
