User number,Recency,Frequency,Moneytary
101000797,0.8692307692307688,0.0,0.007971428571428572
101000817,0.25384615384615383,0.002564102564102564,0.03225714285714286
101000835,0.06923076923076898,0.007692307692307693,0.015942857142857144
101000853,0.8769230769230765,0.0,0.007971428571428572
101000858,0.25384615384615383,0.002564102564102564,0.03225714285714286
101000871,0.08461538461538431,0.007692307692307693,0.036242857142857146
101000872,0.08461538461538431,0.0,0.024285714285714285
101000877,0.17692307692307718,0.007692307692307693,0.015942857142857144
101000886,0.8846153846153841,0.0,0.024285714285714285
101000895,0.23076923076923084,0.007692307692307693,0.015942857142857144
101000899,0.36153846153846114,0.002564102564102564,0.011957142857142857
101000976,0.13846153846153797,0.0,0.003985714285714286
101000985,0.7615384615384615,0.002564102564102564,0.0094
101001000,0.7153846153846155,0.0,0.024285714285714285
101001079,0.2846153846153845,0.005128205128205129,0.015942857142857144
101001122,0.18461538461538485,0.010256410256410256,0.017371428571428572
101001131,0.976923076923077,0.0,0.003985714285714286
101001133,0.8307692307692305,0.0,0.007971428571428572
101001153,0.546153846153846,0.0,0.007971428571428572
101001168,0.23076923076923084,0.007692307692307693,0.015942857142857144
101001172,0.12307692307692264,0.007692307692307693,0.015942857142857144
101001178,0.17692307692307718,0.007692307692307693,0.015942857142857144
101001179,0.20769230769230784,0.002564102564102564,0.015942857142857144
101001195,0.24615384615384617,0.0,0.007971428571428572
101001219,0.9153846153846157,0.0,0.003985714285714286
101001225,0.1538461538461533,0.0,0.007971428571428572
101001230,0.2153846153846155,0.005128205128205129,0.0094
101001238,0.523076923076923,0.0,0.030000000000000002
101001241,0.25384615384615383,0.007692307692307693,0.036242857142857146
101001250,0.2615384615384615,0.005128205128205129,0.013385714285714286
101001263,0.1538461538461533,0.007692307692307693,0.015942857142857144
101001284,0.053846153846153655,0.005128205128205129,0.011957142857142857
101001291,0.22307692307692317,0.007692307692307693,0.015942857142857144
101001293,0.9076923076923071,0.0,0.003985714285714286
101001297,0.638461538461538,0.002564102564102564,0.007971428571428572
101001311,0.0,0.007692307692307693,0.015942857142857144
101001331,0.6461538461538456,0.002564102564102564,0.007971428571428572
101001361,0.13846153846153797,0.007692307692307693,0.015942857142857144
101001364,0.1307692307692303,0.005128205128205129,0.011957142857142857
101001372,0.0,0.010256410256410256,0.019928571428571427
101001386,0.16923076923076952,0.010256410256410256,0.017371428571428572
101001397,0.638461538461538,0.002564102564102564,0.007971428571428572
101001417,0.22307692307692317,0.005128205128205129,0.007971428571428572
101001418,0.5999999999999996,0.002564102564102564,0.007971428571428572
101001430,0.8846153846153841,0.0,0.007971428571428572
101001450,0.7769230769230768,0.0,0.003985714285714286
101001486,0.29230769230769216,0.002564102564102564,0.007971428571428572
101001487,0.1923076923076925,0.005128205128205129,0.011957142857142857
101001488,0.25384615384615383,0.007692307692307693,0.015942857142857144
101001490,0.36153846153846114,0.0,0.024285714285714285
101001492,0.023076923076922995,0.007692307692307693,0.015942857142857144
101001501,0.5153846153846153,0.0,0.030000000000000002
101001502,0.5384615384615383,0.002564102564102564,0.007971428571428572
101001545,0.7000000000000002,0.0,0.003985714285714286
101001555,0.8999999999999995,0.0,0.003985714285714286
101001558,0.3923076923076918,0.002564102564102564,0.02507142857142857
101001600,0.07692307692307665,0.005128205128205129,0.015942857142857144
101001610,0.33846153846153815,0.005128205128205129,0.011957142857142857
101001612,0.1307692307692303,0.005128205128205129,0.011957142857142857
101001615,0.6461538461538456,0.002564102564102564,0.007971428571428572
101001640,0.3461538461538458,0.002564102564102564,0.015942857142857144
101001644,0.2153846153846155,0.007692307692307693,0.015942857142857144
101001645,0.3307692307692305,0.0,0.007971428571428572
101001665,0.17692307692307718,0.007692307692307693,0.015942857142857144
101001668,0.18461538461538485,0.0,0.007971428571428572
101001673,0.1307692307692303,0.005128205128205129,0.011957142857142857
101001674,0.29230769230769216,0.002564102564102564,0.011957142857142857
101001705,0.06923076923076898,0.005128205128205129,0.015942857142857144
101001712,0.6538461538461533,0.0,0.003985714285714286
101001713,0.6538461538461533,0.0,0.024285714285714285
101001717,0.16153846153846096,0.007692307692307693,0.015942857142857144
101001720,0.01538461538461533,0.007692307692307693,0.017371428571428572
101001735,0.7769230769230768,0.0,0.003985714285714286
101001741,0.023076923076922995,0.010256410256410256,0.019928571428571427
101001745,0.023076923076922995,0.0,0.024285714285714285
101001746,0.023076923076922995,0.0,0.024285714285714285
101001755,0.03076923076923066,0.007692307692307693,0.015942857142857144
101001769,0.8230769230769228,0.0,0.003985714285714286
101001785,0.2384615384615385,0.002564102564102564,0.03225714285714286
101001791,0.18461538461538485,0.007692307692307693,0.015942857142857144
101001794,0.615384615384615,0.0,0.030000000000000002
101001795,0.18461538461538485,0.017948717948717947,0.021371428571428572
101001796,0.1538461538461533,0.005128205128205129,0.011957142857142857
101001812,0.3307692307692305,0.005128205128205129,0.03225714285714286
101001839,0.7307692307692308,0.0,0.007971428571428572
101001840,0.7307692307692308,0.0,0.007971428571428572
101001849,0.18461538461538485,0.005128205128205129,0.011957142857142857
101001882,0.18461538461538485,0.007692307692307693,0.011957142857142857
101001886,0.1307692307692303,0.005128205128205129,0.019928571428571427
101001893,0.1307692307692303,0.010256410256410256,0.017371428571428572
101001916,0.3076923076923075,0.0,0.007971428571428572
101001929,0.2384615384615385,0.0,0.007971428571428572
101001941,0.3461538461538458,0.0,0.007971428571428572
101002009,0.04615384615384599,0.0,0.024285714285714285
101002043,0.953846153846154,0.0,0.003985714285714286
101002059,0.8769230769230765,0.0,0.024285714285714285
101002068,0.8999999999999995,0.0,0.024285714285714285
101002103,0.053846153846153655,0.007692307692307693,0.015942857142857144
101002164,0.3461538461538458,0.0,0.003985714285714286
101002168,0.16923076923076952,0.007692307692307693,0.015942857142857144
101002187,0.023076923076922995,0.0,0.007971428571428572
101002188,0.1538461538461533,0.007692307692307693,0.011957142857142857
101002198,0.6307692307692303,0.002564102564102564,0.033985714285714286
101002202,0.7615384615384615,0.0,0.007971428571428572
101002231,0.03076923076923066,0.0,0.024285714285714285
101002252,0.038461538461538325,0.0,0.007971428571428572
101002277,0.2769230769230768,0.0,0.003985714285714286
101002280,0.1538461538461533,0.002564102564102564,0.015942857142857144
101002311,0.8076923076923075,0.0,0.003985714285714286
101002316,0.23076923076923084,0.0,0.024285714285714285
101002327,0.8307692307692305,0.0,0.04
101002344,0.11538461538461497,0.005128205128205129,0.015942857142857144
101002345,0.11538461538461497,0.005128205128205129,0.015942857142857144
101002362,0.8230769230769228,0.0,0.003985714285714286
101002364,0.8461538461538458,0.0,0.04
101002386,0.11538461538461497,0.007692307692307693,0.015942857142857144
101002412,0.1923076923076925,0.007692307692307693,0.015942857142857144
101002414,0.3538461538461535,0.0,0.007971428571428572
101002435,0.476923076923077,0.002564102564102564,0.007971428571428572
101002452,0.38461538461538414,0.005128205128205129,0.03225714285714286
101002459,0.5538461538461537,0.002564102564102564,0.007971428571428572
101002463,0.2153846153846155,0.0,0.0014285714285714286
101002505,0.9923076923076923,0.0,0.04
101002531,0.9076923076923071,0.0,0.003985714285714286
101002541,0.7307692307692308,0.002564102564102564,0.0094
101002551,0.9384615384615387,0.0,0.003985714285714286
101002632,0.6769230769230772,0.0,0.04
101002649,0.6230769230769226,0.0,0.007971428571428572
101002693,0.007692307692307665,0.010256410256410256,0.019928571428571427
101002703,0.038461538461538325,0.017948717948717947,0.2105142857142857
101002714,0.37692307692307647,0.005128205128205129,0.011957142857142857
101002717,0.7846153846153845,0.0,0.024285714285714285
101002724,0.23076923076923084,0.007692307692307693,0.015942857142857144
101002732,0.8769230769230765,0.0,0.007971428571428572
101002734,0.8538461538461535,0.0,0.007971428571428572
101002739,0.25384615384615383,0.005128205128205129,0.013385714285714286
101002743,0.16153846153846096,0.0,0.007971428571428572
101002768,0.44615384615384635,0.002564102564102564,0.007971428571428572
101002786,0.1307692307692303,0.005128205128205129,0.015942857142857144
101002794,0.3230769230769228,0.002564102564102564,0.007971428571428572
101002799,0.953846153846154,0.0,0.003985714285714286
101002802,0.1307692307692303,0.002564102564102564,0.011957142857142857
101002808,0.6846153846153848,0.002564102564102564,0.007971428571428572
101002811,0.453846153846154,0.002564102564102564,0.003985714285714286
101002823,0.0,0.007692307692307693,0.015942857142857144
101002826,0.2846153846153845,0.0,0.024285714285714285
101002827,0.2769230769230768,0.0,0.007971428571428572
101002849,0.7384615384615385,0.0,0.007971428571428572
101002852,0.25384615384615383,0.0,0.04
101002877,0.09999999999999964,0.007692307692307693,0.015942857142857144
101002878,0.8307692307692305,0.0,0.024285714285714285
101002895,0.20769230769230784,0.007692307692307693,0.015942857142857144
101002900,0.8230769230769228,0.0,0.003985714285714286
101002903,0.26923076923076916,0.0,0.04
101002904,0.20769230769230784,0.007692307692307693,0.015942857142857144
101002965,0.20000000000000018,0.005128205128205129,0.011957142857142857
101002975,0.5769230769230766,0.0,0.030000000000000002
101002999,0.3692307692307688,0.0,0.007971428571428572
101003013,0.8384615384615381,0.0,0.003985714285714286
101003016,0.453846153846154,0.002564102564102564,0.007971428571428572
101003035,0.8153846153846152,0.0,0.024285714285714285
101003042,0.9384615384615387,0.0,0.011957142857142857
101003050,0.7769230769230768,0.0,0.024285714285714285
101003054,0.3307692307692305,0.0,0.024285714285714285
101003055,0.9923076923076923,0.0,0.024285714285714285
101003064,0.430769230769231,0.012820512820512822,0.012685714285714286
101003065,0.7846153846153845,0.0,0.024285714285714285
101003066,0.3923076923076918,0.0,0.024285714285714285
101003101,0.8076923076923075,0.0,0.007971428571428572
101003103,0.11538461538461497,0.005128205128205129,0.015942857142857144
101003104,0.6846153846153848,0.002564102564102564,0.007971428571428572
101003119,0.615384615384615,0.0,0.007971428571428572
101003120,0.615384615384615,0.0,0.007971428571428572
101003128,0.7230769230769232,0.002564102564102564,0.007971428571428572
101003129,0.9230769230769234,0.0,0.024285714285714285
101003130,0.16923076923076952,0.0,0.003985714285714286
101003134,0.569230769230769,0.0,0.05142857142857143
101003156,0.8230769230769228,0.0,0.024285714285714285
101003176,0.5153846153846153,0.0,0.030000000000000002
101003178,0.5307692307692307,0.0,0.05142857142857143
101003193,0.2769230769230768,0.002564102564102564,0.011957142857142857
101003211,0.38461538461538414,0.005128205128205129,0.011957142857142857
101003261,0.18461538461538485,0.007692307692307693,0.015942857142857144
101003271,0.18461538461538485,0.007692307692307693,0.015942857142857144
101003277,0.20769230769230784,0.007692307692307693,0.015942857142857144
101003320,0.01538461538461533,0.007692307692307693,0.015942857142857144
101003322,0.20000000000000018,0.010256410256410256,0.017371428571428572
101003337,0.29230769230769216,0.0,0.007971428571428572
101003349,0.01538461538461533,0.007692307692307693,0.015942857142857144
101003368,0.569230769230769,0.002564102564102564,0.007971428571428572
101003378,0.3076923076923075,0.005128205128205129,0.019928571428571427
101003396,0.8692307692307688,0.0,0.024285714285714285
101003406,0.10769230769230731,0.005128205128205129,0.015942857142857144
101003421,0.1307692307692303,0.0,0.024285714285714285
101003423,0.03076923076923066,0.002564102564102564,0.007971428571428572
101003447,0.48461538461538467,0.005128205128205129,0.0094
101003479,0.615384615384615,0.0,0.030000000000000002
101003490,0.39999999999999947,0.005128205128205129,0.011957142857142857
101003491,0.16923076923076952,0.007692307692307693,0.015942857142857144
101003492,0.10769230769230731,0.005128205128205129,0.007971428571428572
101003495,0.3461538461538458,0.0,0.003985714285714286
101003499,0.25384615384615383,0.005128205128205129,0.015942857142857144
101003503,0.8384615384615381,0.0,0.024285714285714285
101003525,0.8153846153846152,0.0,0.007971428571428572
101003540,0.25384615384615383,0.010256410256410256,0.017371428571428572
101003544,0.03076923076923066,0.0,0.024285714285714285
101003552,0.01538461538461533,0.007692307692307693,0.015942857142857144
101003554,0.430769230769231,0.002564102564102564,0.028271428571428572
101003563,0.37692307692307647,0.002564102564102564,0.011957142857142857
101003572,0.42307692307692335,0.005128205128205129,0.011957142857142857
101003588,0.0,0.0,0.011957142857142857
101003605,0.9230769230769234,0.0,0.024285714285714285
101003608,0.8153846153846152,0.0,0.003985714285714286
101003611,0.16153846153846096,0.0,0.024285714285714285
101003622,0.06153846153846132,0.002564102564102564,0.011957142857142857
101003624,0.07692307692307665,0.0,0.007971428571428572
101003648,0.1923076923076925,0.007692307692307693,0.015942857142857144
101003652,0.36153846153846114,0.002564102564102564,0.011957142857142857
101003709,0.023076923076922995,0.005128205128205129,0.015942857142857144
101003711,0.13846153846153797,0.0,0.007971428571428572
101003716,0.22307692307692317,0.007692307692307693,0.015942857142857144
101003719,0.6615384615384619,0.002564102564102564,0.007971428571428572
101003744,0.20769230769230784,0.007692307692307693,0.015942857142857144
101003746,0.03076923076923066,0.010256410256410256,0.017371428571428572
101003750,0.3538461538461535,0.002564102564102564,0.007971428571428572
101003751,0.6923076923076925,0.002564102564102564,0.007971428571428572
101003784,0.6538461538461533,0.002564102564102564,0.007971428571428572
101003794,0.7769230769230768,0.0,0.007971428571428572
101003797,0.3307692307692305,0.005128205128205129,0.011957142857142857
101003799,0.01538461538461533,0.007692307692307693,0.019928571428571427
101003805,0.5307692307692307,0.0,0.007971428571428572
101003863,0.5615384615384613,0.0,0.007971428571428572
101003864,0.023076923076922995,0.005128205128205129,0.015942857142857144
101003867,0.038461538461538325,0.4846153846153846,0.4313857142857143
101003880,0.16153846153846096,0.002564102564102564,0.011957142857142857
101003892,0.038461538461538325,0.010256410256410256,0.019928571428571427
101003903,0.7923076923076922,0.0,0.007971428571428572
101003916,0.8769230769230765,0.0,0.024285714285714285
101003928,0.10769230769230731,0.007692307692307693,0.015942857142857144
101003929,0.09999999999999964,0.007692307692307693,0.015942857142857144
101003936,0.7692307692307692,0.0,0.007971428571428572
101003947,0.08461538461538431,0.002564102564102564,0.025714285714285714
101003955,0.18461538461538485,0.0,0.007971428571428572
101003960,0.6615384615384619,0.0,0.024285714285714285
101003962,0.6769230769230772,0.002564102564102564,0.003985714285714286
101003970,0.8230769230769228,0.0,0.024285714285714285
101003986,0.04615384615384599,0.005128205128205129,0.011957142857142857
101004016,0.1538461538461533,0.010256410256410256,0.016657142857142856
101004040,0.592307692307692,0.002564102564102564,0.011957142857142857
101004050,0.6615384615384619,0.0,0.0004285714285714286
101004059,0.023076923076922995,0.0,0.024285714285714285
101004061,0.9384615384615387,0.0,0.003985714285714286
101004071,0.1538461538461533,0.007692307692307693,0.015942857142857144
101004084,0.1307692307692303,0.0,0.024285714285714285
101004085,0.7307692307692308,0.0,0.007971428571428572
101004093,0.08461538461538431,0.007692307692307693,0.036242857142857146
101004101,0.7615384615384615,0.002564102564102564,0.011957142857142857
101004106,0.7615384615384615,0.002564102564102564,0.011957142857142857
101004112,0.8307692307692305,0.002564102564102564,0.011957142857142857
101004119,0.14615384615384563,0.007692307692307693,0.011957142857142857
101004126,0.0,0.002564102564102564,0.011957142857142857
101004158,0.9615384615384617,0.0,0.024285714285714285
101004176,0.23076923076923084,0.002564102564102564,0.003985714285714286
101004186,0.007692307692307665,0.010256410256410256,0.019928571428571427
101004188,0.08461538461538431,0.0,0.007971428571428572
101004192,0.13846153846153797,0.005128205128205129,0.011957142857142857
101004212,0.8769230769230765,0.0,0.003985714285714286
101004218,0.09230769230769198,0.007692307692307693,0.015942857142857144
101004230,0.16923076923076952,0.007692307692307693,0.015942857142857144
101004241,0.1538461538461533,0.010256410256410256,0.019928571428571427
101004253,0.1307692307692303,0.010256410256410256,0.017371428571428572
101004259,0.8769230769230765,0.0,0.007971428571428572
101004260,0.39999999999999947,0.002564102564102564,0.011957142857142857
101004271,0.5846153846153843,0.005128205128205129,0.007971428571428572
101004281,0.2384615384615385,0.0,0.007971428571428572
101004284,0.46923076923076934,0.005128205128205129,0.011957142857142857
101004296,0.16153846153846096,0.007692307692307693,0.015942857142857144
101004305,0.8846153846153841,0.0,0.007971428571428572
101004352,0.9923076923076923,0.0,0.024285714285714285
101004395,0.10769230769230731,0.007692307692307693,0.015942857142857144
101004402,0.2384615384615385,0.002564102564102564,0.025714285714285714
101004421,0.7615384615384615,0.0,0.007971428571428572
101004422,0.8846153846153841,0.0,0.024285714285714285
101004432,0.17692307692307718,0.005128205128205129,0.015942857142857144
101004452,0.23076923076923084,0.007692307692307693,0.015942857142857144
101004467,0.13846153846153797,0.007692307692307693,0.015942857142857144
101004500,0.07692307692307665,0.0,0.007971428571428572
101004539,0.2384615384615385,0.005128205128205129,0.007971428571428572
101004541,0.44615384615384635,0.0,0.024285714285714285
101004542,0.7615384615384615,0.0,0.024285714285714285
101004557,0.7923076923076922,0.0,0.003985714285714286
101004558,0.11538461538461497,0.007692307692307693,0.015942857142857144
101004562,0.569230769230769,0.002564102564102564,0.007971428571428572
101004578,0.22307692307692317,0.0,0.024285714285714285
101004579,0.453846153846154,0.002564102564102564,0.007971428571428572
101004580,0.8769230769230765,0.0,0.003985714285714286
101004589,0.3230769230769228,0.0,0.007971428571428572
101004603,0.22307692307692317,0.010256410256410256,0.015942857142857144
101004629,0.3692307692307688,0.002564102564102564,0.007971428571428572
101004630,0.7615384615384615,0.0,0.024285714285714285
101004641,0.17692307692307718,0.005128205128205129,0.007971428571428572
101004654,0.29230769230769216,0.0,0.024285714285714285
101004665,0.023076923076922995,0.002564102564102564,0.011957142857142857
101004666,0.2153846153846155,0.007692307692307693,0.015942857142857144
101004667,0.20000000000000018,0.007692307692307693,0.015942857142857144
101004677,0.3538461538461535,0.002564102564102564,0.011957142857142857
101004682,0.7076923076923078,0.0,0.003985714285714286
101004708,0.11538461538461497,0.005128205128205129,0.015942857142857144
101004709,0.17692307692307718,0.007692307692307693,0.015942857142857144
101004716,0.09999999999999964,0.0,0.04
101004734,0.8153846153846152,0.0,0.003985714285714286
101004738,0.20000000000000018,0.007692307692307693,0.011957142857142857
101004740,0.18461538461538485,0.007692307692307693,0.011957142857142857
101004761,0.4384615384615387,0.002564102564102564,0.005414285714285714
101004778,0.20769230769230784,0.0,0.007971428571428572
101004785,0.24615384615384617,0.002564102564102564,0.011957142857142857
101004787,0.7000000000000002,0.0,0.003985714285714286
101004791,0.16153846153846096,0.0,0.003985714285714286
101004793,0.007692307692307665,0.0,0.024285714285714285
101004806,0.6615384615384619,0.0,0.024285714285714285
101004812,0.8923076923076918,0.0,0.024285714285714285
101004826,0.8230769230769228,0.0,0.007971428571428572
101004842,0.9076923076923071,0.002564102564102564,0.003985714285714286
101004844,0.9153846153846157,0.002564102564102564,0.003985714285714286
101004848,0.053846153846153655,0.0,0.003985714285714286
101004850,0.1307692307692303,0.005128205128205129,0.036242857142857146
101004865,0.8692307692307688,0.0,0.024285714285714285
101004866,0.8692307692307688,0.0,0.024285714285714285
101004872,0.007692307692307665,0.010256410256410256,0.1548142857142857
101004873,0.16153846153846096,0.005128205128205129,0.015942857142857144
101004883,0.18461538461538485,0.0,0.007971428571428572
101004903,0.13846153846153797,0.0,0.024285714285714285
101004921,0.20769230769230784,0.002564102564102564,0.007971428571428572
101004945,0.430769230769231,0.002564102564102564,0.015942857142857144
101004949,0.9384615384615387,0.002564102564102564,0.005414285714285714
101004961,0.13846153846153797,0.0,0.024285714285714285
101004962,0.13846153846153797,0.0,0.024285714285714285
101004965,0.453846153846154,0.0,0.003985714285714286
101004975,0.22307692307692317,0.002564102564102564,0.011957142857142857
101004978,0.546153846153846,0.002564102564102564,0.007971428571428572
101005009,0.953846153846154,0.0,0.003985714285714286
101005021,0.17692307692307718,0.007692307692307693,0.015942857142857144
101005028,0.3076923076923075,0.007692307692307693,0.013385714285714286
101005046,0.6076923076923073,0.0,0.030000000000000002
101005049,0.07692307692307665,0.005128205128205129,0.011957142857142857
101005050,0.07692307692307665,0.005128205128205129,0.011957142857142857
101005068,0.6923076923076925,0.0,0.024285714285714285
101005095,0.39999999999999947,0.005128205128205129,0.007971428571428572
101005096,0.8615384615384611,0.0,0.003985714285714286
101005105,0.49230769230769234,0.0,0.003985714285714286
101005108,0.5153846153846153,0.0,0.024285714285714285
101005115,0.04615384615384599,0.007692307692307693,0.015942857142857144
101005131,0.04615384615384599,0.005128205128205129,0.015942857142857144
101005186,0.023076923076922995,0.007692307692307693,0.015942857142857144
101005188,0.12307692307692264,0.007692307692307693,0.015942857142857144
101005202,0.8307692307692305,0.0,0.007971428571428572
101005216,0.5538461538461537,0.0,0.007971428571428572
101005219,0.2384615384615385,0.007692307692307693,0.015942857142857144
101005224,0.6230769230769226,0.0,0.030000000000000002
101005257,0.12307692307692264,0.002564102564102564,0.011957142857142857
101005269,0.5538461538461537,0.0,0.007971428571428572
101005298,0.053846153846153655,0.007692307692307693,0.015942857142857144
101005325,0.16923076923076952,0.007692307692307693,0.011957142857142857
101005329,0.4615384615384617,0.0,0.024285714285714285
101005377,0.3923076923076918,0.002564102564102564,0.011957142857142857
101005389,0.6923076923076925,0.007692307692307693,0.21871428571428572
101005409,0.4615384615384617,0.005128205128205129,0.011957142857142857
101005434,0.0,0.007692307692307693,0.019928571428571427
101005453,0.12307692307692264,0.007692307692307693,0.015942857142857144
101005493,0.16923076923076952,0.007692307692307693,0.015942857142857144
101005537,0.8153846153846152,0.002564102564102564,0.011957142857142857
101005542,0.46923076923076934,0.0,0.024285714285714285
101005571,0.1538461538461533,0.0,0.04
101005584,0.8153846153846152,0.0,0.024285714285714285
101005591,0.49230769230769234,0.0,0.024285714285714285
101005592,0.8692307692307688,0.0,0.007971428571428572
101005599,0.18461538461538485,0.007692307692307693,0.015942857142857144
101005615,0.023076923076922995,0.0,0.007971428571428572
101005616,0.023076923076922995,0.0,0.007971428571428572
101005617,0.7769230769230768,0.0,0.003985714285714286
101005625,0.1307692307692303,0.007692307692307693,0.011957142857142857
101005626,0.16923076923076952,0.007692307692307693,0.007971428571428572
101005628,0.1307692307692303,0.0,0.024285714285714285
101005629,0.5538461538461537,0.002564102564102564,0.007971428571428572
101005634,0.5615384615384613,0.0,0.003985714285714286
101005642,0.11538461538461497,0.005128205128205129,0.011957142857142857
101005655,0.023076923076922995,0.0,0.007971428571428572
101005664,0.49230769230769234,0.005128205128205129,0.011957142857142857
101005672,0.9461538461538463,0.0,0.003985714285714286
101005678,0.09999999999999964,0.002564102564102564,0.011957142857142857
101005693,0.053846153846153655,0.005128205128205129,0.015942857142857144
101005716,0.18461538461538485,0.007692307692307693,0.015942857142857144
101005717,0.1307692307692303,0.007692307692307693,0.015942857142857144
101005721,0.1307692307692303,0.007692307692307693,0.015942857142857144
101005729,0.22307692307692317,0.007692307692307693,0.015942857142857144
101005740,0.007692307692307665,0.010256410256410256,0.019928571428571427
101005744,0.8846153846153841,0.0,0.007971428571428572
101005751,0.37692307692307647,0.0,0.024285714285714285
101005761,0.1307692307692303,0.002564102564102564,0.011957142857142857
101005762,0.3307692307692305,0.002564102564102564,0.008257142857142857
101005763,0.16153846153846096,0.007692307692307693,0.015942857142857144
101005764,0.37692307692307647,0.0,0.04
101005772,0.20000000000000018,0.007692307692307693,0.015942857142857144
101005800,0.453846153846154,0.0,0.011957142857142857
101005803,0.9153846153846157,0.0,0.024285714285714285
101005806,1.0,0.0,0.024285714285714285
101005820,0.7846153846153845,0.002564102564102564,0.011957142857142857
101005824,0.5384615384615383,0.0,0.0014285714285714286
101005826,0.8384615384615381,0.0,0.007971428571428572
101005839,0.7000000000000002,0.0,0.024285714285714285
101005847,0.9384615384615387,0.002564102564102564,0.005414285714285714
101005859,0.10769230769230731,0.005128205128205129,0.015942857142857144
101005889,0.08461538461538431,0.002564102564102564,0.011957142857142857
101005903,0.615384615384615,0.002564102564102564,0.007971428571428572
101005925,0.592307692307692,0.0,0.030000000000000002
101005926,0.592307692307692,0.0,0.030000000000000002
101005931,0.07692307692307665,0.007692307692307693,0.015942857142857144
101005932,0.023076923076922995,0.007692307692307693,0.015942857142857144
101005935,0.4615384615384617,0.005128205128205129,0.011957142857142857
101005936,0.3461538461538458,0.0,0.007971428571428572
101005940,0.6076923076923073,0.0,0.007971428571428572
101005951,0.038461538461538325,0.007692307692307693,0.015942857142857144
101005953,0.7692307692307692,0.0,0.5
101005956,0.07692307692307665,0.0,0.024285714285714285
101005974,0.08461538461538431,0.007692307692307693,0.015942857142857144
101005982,0.5615384615384613,0.0,0.007971428571428572
101005992,0.7615384615384615,0.0,0.003985714285714286
101006001,0.06923076923076898,0.005128205128205129,0.015942857142857144
101006017,0.453846153846154,0.005128205128205129,0.011957142857142857
101006027,0.9923076923076923,0.0,0.024285714285714285
101006031,0.22307692307692317,0.007692307692307693,0.015942857142857144
101006044,0.4153846153846148,0.0,0.007971428571428572
101006057,0.430769230769231,0.0,0.024285714285714285
101006058,0.3230769230769228,0.0,0.007971428571428572
101006061,0.7846153846153845,0.0,0.024285714285714285
101006069,0.8153846153846152,0.0,0.024285714285714285
101006070,0.7000000000000002,0.0,0.024285714285714285
101006106,0.23076923076923084,0.007692307692307693,0.015942857142857144
101006111,0.31538461538461515,0.0,0.024285714285714285
101006117,0.1307692307692303,0.007692307692307693,0.015942857142857144
101006120,0.25384615384615383,0.0,0.024285714285714285
101006130,0.7615384615384615,0.0,0.0014285714285714286
101006133,0.007692307692307665,0.010256410256410256,0.019928571428571427
101006136,0.12307692307692264,0.0,0.007971428571428572
101006139,0.8307692307692305,0.0,0.003985714285714286
101006145,0.14615384615384563,0.005128205128205129,0.5079714285714286
101006151,0.1923076923076925,0.0,0.007971428571428572
101006156,0.7307692307692308,0.0,0.024285714285714285
101006161,0.36153846153846114,0.0,0.007971428571428572
101006184,0.10769230769230731,0.007692307692307693,0.015942857142857144
101006201,0.0,0.002564102564102564,0.19285714285714287
101006220,0.5384615384615383,0.0,0.030000000000000002
101006228,0.9384615384615387,0.0,0.024285714285714285
101006235,0.3076923076923075,0.002564102564102564,0.007971428571428572
101006239,0.1307692307692303,0.007692307692307693,0.015942857142857144
101006240,0.12307692307692264,0.007692307692307693,0.015942857142857144
